Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target	Comment
640	TOP2A	#	11989	topoisomerase (DNA) II alpha 170kDa	7153	P11388	TOP2A_HUMAN	"DNA_gyraseB PF00204 266-430, DNA_topoisoIV PF00521 713-1172, DTHCT PF08070 1435-1523, HATPase_c PF02518 77-224, Toprim PF01751 456-572"	Top2a	98790	Q01320	TOP2A_MOUSE	#	#	Chromatin remodelling	#	11062478	#	DNA	DNA	#	#	11062478	Histone deacetylase interacts directly with DNA topoisomerase II.
641	TOP2B	#	11990	topoisomerase (DNA) II beta 180kDa	7155	Q02880	TOP2B_HUMAN	"DNA_gyraseB PF00204 287-450, DNA_topoisoIV PF00521 734-1190, DTHCT PF08070 1508-1611, HATPase_c PF02518 98-245, Toprim PF01751 477-593"	Top2b	98791	Q64511	TOP2B_MOUSE	#	#	Chromatin remodelling	#	11062478	WINAC	chromatin	#	#	#	11062478	Histone deacetylase interacts directly with DNA topoisomerase II.
642	TP53	#	11998	tumor protein p53	7157	P04637	P53_HUMAN	"P53 PF00870 95-289, P53_TAD PF08563 5-29, P53_tetramer PF07710 318-359"	Trp53	98834	P02340	P53_MOUSE	#	#	"Histone modification write cofactor, TF, TF"	"Histone acetylation, TF activator, TF repressor"	23870121	#	histone	H3	#	#	23870121	"SET1 complex (SET1C)-mediated H3K4 trimethylation is dependent upon p53- and p300-mediated H3 acetylation. Complementary cell-based assays demonstrate a DNA-damage-induced p53-SET1C interaction, a corresponding enrichment of SET1C and H3K4me3 on a p53 target gene (p21/WAF1), and a corresponding codependency of H3K4 trimethylation and transcription upon p300 and SET1C."
643	TP53BP1	#	11999	tumor protein p53 binding protein 1	7158	Q12888	TP53B_HUMAN	"53-BP1_Tudor PF09038 1483-1604, Pfam-B_14288 PB014288 1213-1356, Pfam-B_21507 PB021507 1-59, Pfam-B_24656 PB024656 1358-1386, Pfam-B_24892 PB024892 970-1000, Pfam-B_44 PB000044 528-565, Pfam-B_689 PB000689 567-698, Pfam-B_9132 PB009132 902-939, Pfam-B_9249 PB009249 1611-1967"	Trp53bp1	1351320	P70399	TP53B_MOUSE	#	#	Histone modification read	#	15525939	#	histone	"H4K79me2, H4K20me2"	#	#	15525939	"In vitro, the 53BP1 =TP53BP1 tandem tudor domain binds histone H3 methylated on Lys 79 using residues that form the walls of the pocket; these residues are also required for recruitment of 53BP1 to DSBs."
644	TRIM16	New	17241	tripartite motif containing 16	10626	O95361	TRI16_HUMAN	"PRY PF13765 375-424, Pfam-B_10855 PB010855 281-339, SPRY PF00622 426-551, zf-B_box PF00643 126-165"	Trim16	2137356	Q99PP9	TRI16_MOUSE	TRIM	Tripartite motif containing / Tripartite motif containing	Histone modification write	Histone acetylation	"19147277, 20729920"	#	"histone, DNA"	#	#	#	#	Overexpression of this gene increases histone acetylation. TRIM16 has been identified as a DNA-binding protein with histone acetylase activity.
645	TRIM24	#	11812	tripartite motif containing 24	8805	O15164	TIF1A_HUMAN	"Bromodomain PF00439 908-992, PHD PF00628 828-873, Pfam-B_14213 PB014213 595-656, Pfam-B_4946 PB004946 372-591, zf-B_box PF00643 158-205 218-259"	Trim24	109275	Q64127	TIF1A_MOUSE	"TRIM, RNF, PHF"	"Tripartite motif containing / Tripartite motif containing, RING-type (C3HC4) zinc fingers, Zinc fingers, PHD-type"	Histone modification read	#	22464331	#	histone	"H3K4, H3K23ac"	#	#	21164480	"Interacts with chromatin depending on histone H3 modifications, having the highest affinity for histone H3 that is both unmodified at 'Lys-4' (H3K4me0) and acetylated at 'Lys-23' (H3K23ac) (UniProt)."
646	TRIM27	New	9975	tripartite motif containing 27	5987	P14373	TRI27_HUMAN	"PRY PF13765 318-366, SPRY PF00622 368-493, zf-B_box PF00643 91-132, zf-C3HC4 PF00097 16-56"	Trim27	97904	Q62158	TRI27_MOUSE	"TRIM, RNF"	"Tripartite motif containing / Tripartite motif containing, RING-type (C3HC4) zinc fingers"	Histone modification erase cofactor	Histone acetylation	19351825	#	#	#	#	#	#	The recruitment of HDAC1 to the TBP-2 promoter is mediated by a protein complex consisting of RET finger protein (RFP; also called TRIM27) and the trimeric transcription factor NF-Y.
647	TRIM28	#	16384	tripartite motif containing 28	10155	Q13263	TIF1B_HUMAN	"PHD PF00628 627-672, zf-B_box PF00643 148-195 204-245, zf-RING_5 PF14634 64-122"	Trim28	109274	Q62318	TIF1B_MOUSE	"TRIM, RNF, PHF"	"Tripartite motif containing / Tripartite motif containing, RING-type (C3HC4) zinc fingers, Zinc fingers, PHD-type"	Histone modification read	#	22464331	#	histone	H3	#	#	22464331	Fig. 5 in the reference.
648	TRIM33	#	16290	tripartite motif containing 33	51592	Q9UPN9	TRI33_HUMAN	"Bromodomain PF00439 966-1051, PHD PF00628 889-933, Pfam-B_10963 PB010963 664-696, Pfam-B_11449 PB011449 608-663, Pfam-B_11628 PB011628 535-606, zf-B_box PF00643 212-258 271-312, zf-RING_2 PF13639 123-185"	Trim33	2137357	Q99PP7	TRI33_MOUSE	"TRIM, PHF, RNF"	"Tripartite motif containing / Tripartite motif containing, Zinc fingers, PHD-type, RING-type (C3HC4) zinc fingers"	Histone modification read	#	23926104	#	histone	"H3K9me3, H3K18ac"	#	#	23926104	"TRIM33 helps recruit SMAD2/3 to chromatin via interaction of its PHD and Bromo domains with histone H3 trimethylated at lysine 9 (H3K9me3) and histone H3 acetylated at lysine 18 (H3K18ac), respectively."
649	TRRAP	#	12347	transformation/transcription domain-associated protein	8295	Q9Y4A5	TRRAP_HUMAN	"FAT PF02259 2849-3204, PI3_PI4_kinase PF00454 3526-3783, Pfam-B_11387 PB011387 1471-1587, Pfam-B_12811 PB012811 141-238, Pfam-B_15427 PB015427 1-139, Pfam-B_3253 PB003253 1858-1890 1946-2001, Pfam-B_6491 PB006491 1589-1667, Pfam-B_6680 PB006680 2445-2544"	Trrap	2153272	Q80YV3	TRRAP_MOUSE	#	#	Histone modification write cofactor	Histone acetylation	14966270	"SWR, PCAF, TFTC-HAT, NuA4, SAGA, NuA4-related complex, STAGA"	histone	#	#	#	14966270	"The complex(es) contain(s) other subunits shared with NuA4, including TRRAP, p400/hDomino, Brd8."
650	TSSK6	New	30410	testis-specific serine kinase 6	83983	Q9BXA6	TSSK6_HUMAN	Pkinase PF00069 12-267	Tssk6	2148775	Q925K9	TSSK6_MOUSE	#	#	Histone modification write	Histone phosphorylation	15870294	#	histone	"H1, H2A, H2AX, H3"	#	#	#	"Phosphorylates histones H1, H2A, H2AX, and H3 but not H2B or H4 in vitro."
651	TTK	#	12401	TTK protein kinase	7272	P33981	TTK_HUMAN	"Pfam-B_2743 PB002743 1-291, Pkinase PF00069 525-791"	Ttk	1194921	P35761	TTK_MOUSE	#	#	Histone modification write cofactor	Histone phosphorylation	22732840	#	histone	H2AT120	H2AT120ph	#	22732840	"Mps1 = TTK activity enhances H2A?€?T120ph and is critical for Sgo1 recruitment to centromeres, thereby promoting Aurora B centromere recruitment in early mitosis."
652	TYW5	#	26754	tRNA-yW synthesizing protein 5	129450	A2RUC4	TYW5_HUMAN	Cupin_8 PF13621 16-256	Tyw5	1915986	A2RSX7	TYW5_MOUSE	#	#	RNA modification	#	20972222	#	RNA	#	#	#	20972222	Functional analyses of structure-based mutants have revealed the essential Arg residues participating in tRNA recognition by TYW5. These findings extend the repertoire of the tRNA modification enzyme into the Fe(II)/2-OG oxygenase superfamily.
653	UBE2A	#	12472	ubiquitin-conjugating enzyme E2A	7319	P49459	UBE2A_HUMAN	UQ_con PF00179 8-145	Ube2a	102959	Q9Z255	UBE2A_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	8797826	#	histone	"H2A, H2BK120"	H2BK120ub1	#	8797826	"RAD6 (=UBE2) has been identified as the first ubiquitin-conjugating enzyme, able to mono- and polyubiquitinate histones 2A and 2B in vitro."
654	UBE2B	#	12473	ubiquitin-conjugating enzyme E2B	7320	P63146	UBE2B_HUMAN	UQ_con PF00179 8-145	Ube2b	102944	P63147	UBE2B_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	8797826	#	histone	"H2A, H2BK121"	H2BK120ub2	#	8797826	"RAD6 (=UBE2) has been identified as the first ubiquitin-conjugating enzyme, able to mono- and polyubiquitinate histones 2A and 2B in vitro."
655	UBE2D1	#	12474	ubiquitin-conjugating enzyme E2D 1	7321	P51668	UB2D1_HUMAN	UQ_con PF00179 5-142	Ube2d1	2384911	P61080	UB2D1_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	22438555	#	histone	H2BK48	H2BK48ub	#	22438555	Ubiquitination of TP53.
656	UBE2D3	#	12476	ubiquitin-conjugating enzyme E2D 3	7323	P61077	UB2D3_HUMAN	UQ_con PF00179 5-142	Ube2d3	1913355	P61079	UB2D3_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	21772249	#	histone	H2AK119	H2AK119ub	#	21772249	Figure 7 in the reference (UBE2D3 =UbcH5c).
657	UBE2E1	#	12477	ubiquitin-conjugating enzyme E2E 1	7324	P51965	UB2E1_HUMAN	UQ_con PF00179 51-188	Ube2e1	107411	P52482	UB2E1_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	16307923	#	histone	H2BK120	H2BK120ub	#	16307923	The human RNF20/40 complex functions as the E3 ligase and UbcH6 (=UBE2E1) as the ubiquitin E2-conjugating enzyme for histone H2B-K120 monoubiquitination.
658	UBE2H	#	12484	ubiquitin-conjugating enzyme E2H	7328	P62256	UBE2H_HUMAN	UQ_con PF00179 9-145	Ube2h	104632	P62257	UBE2H_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	8132613	#	histone	"H2A, H2B"	"H2Aub, H2Bub"	#	8132613	The capacity of the UBC8I UbcH2 enzymes to ubiquitinate histones in vitro raises makes it possible that these enzymes may be involved in this process in vivo.
659	UBE2N	#	12492	ubiquitin-conjugating enzyme E2N	7334	P61088	UBE2N_HUMAN	UQ_con PF00179 7-144	Ube2n	1934835	P61089	UBE2N_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	17709392	#	histone	H2AX	H2AXub	#	17709392	"TIP60 regulates the ubiquitination of H2AX via the ubiquitin-conjugating enzyme UBC13 (=UBE2N), which is induced by DNA damage."
660	UBE2T	#	25009	ubiquitin-conjugating enzyme E2T (putative)	29089	Q9NPD8	UBE2T_HUMAN	UQ_con PF00179 6-147	Ube2t	1914446	Q9CQ37	UBE2T_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	17938197	#	histone	#	#	#	17938197	histone
661	UBN1	New	12506	ubinuclein 1	29855	Q9NPG3	UBN1_HUMAN	"HUN PF08729 115-169, UBN_AB PF14075 353-575"	Ubn1	1891307	Q4G0F8	UBN1_MOUSE	#	#	Histone modification write cofactor	Histone methylation	"19029251, 21807893"	#	histone	#	#	#	#	Binds to proliferation-promoting genes and associates with histone methyltransferase activity that methylates lysine 9 of histone H3. Human CABIN1 is a functional member of the human HIRA/UBN1/ASF1a histone H3.3 chaperone complex.
662	UBR2	#	21289	ubiquitin protein ligase E3 component n-recognin 2	23304	Q8IWV8	UBR2_HUMAN	"ClpS PF02617 221-302, Pfam-B_10464 PB010464 668-730, Pfam-B_14814 PB014814 1413-1491, Pfam-B_15951 PB015951 1298-1365, Pfam-B_2665 PB002665 1020-1065, zf-UBR PF02207 97-167"	Ubr2	1861099	Q6WKZ8	UBR2_MOUSE	UBR	Ubiquitin protein ligase E3 component n-recognins	Histone modification write	Histone ubiquitination	#	#	histone	H2A	#	#	#	Plays a critical role in chromatin inactivation and chromosome-wide transcriptional silencing during meiosis via ubiquitination of histone H2A. (Annotated by similarity.)
663	UBR5	#	16806	ubiquitin protein ligase E3 component n-recognin 5	51366	O95071	UBR5_HUMAN	"E3_UbLigase_EDD PF11547 178-230, HECT PF00632 2497-2799, PABP PF00658 2376-2449, Pfam-B_10556 PB010556 1381-1499, Pfam-B_14783 PB014783 601-649, Pfam-B_18259 PB018259 22-174, Pfam-B_5733 PB005733 1011-1149, Pfam-B_664 PB000664 651-1009, Pfam-B_8293 PB008293 1591-1748, Pfam-B_8878 PB008878 1249-1379, zf-UBR PF02207 1177-1248"	Ubr5	1918040	Q80TP3	UBR5_MOUSE	UBR	Ubiquitin protein ligase E3 component n-recognins	"Chromatin remodelling, Histone modification write cofactor"	"#, Histone ubiquitination"	22884692	#	histone	"H2A, H2AX"	"H2Aub, H2AXub"	#	22884692	Excessive spreading of a DNA-damage-associated chromatin modification can occur. TRIP12 and UBR5 are two suppressors of such spreading.
664	UBR7	New	20344	ubiquitin protein ligase E3 component n-recognin 7 (putative)	55148	Q8N806	UBR7_HUMAN	"Pfam-B_38998 PB038998 361-423, zf-UBR PF02207 44-115"	Ubr7	1913872	Q8BU04	UBR7_MOUSE	UBR	Ubiquitin protein ligase E3 component n-recognins	DNA modification cofactor	DNA methylation	21745816	#	DNA	#	#	#	21745816	Part of the DNMT1/USP7/UHRF1 complex which increases DNA methylation efficiency.
665	UCHL5	#	19678	ubiquitin carboxyl-terminal hydrolase L5	51377	Q9Y5K5	UCHL5_HUMAN	Peptidase_C12 PF01088 7-211	Uchl5	1914848	Q9WUP7	UCHL5_MOUSE	INO80	INO80 complex subunits	Histone modification erase cofactor	Histone ubiquitination	18922472	Ino80	histone	#	#	#	18922472	"Deubiquitination by Uch37 is activated by proteasomal binding, which enables Uch37 to process polyubiquitin chains. In the nucleus Uch37 is also associated with the human Ino80 chromatin-remodeling complex (hINO80). In hINO80, Uch37 is held in an inactive state; however, it can be activated by transient interaction of the Ino80 complex with the proteasome."
666	UHRF1	#	12556	ubiquitin-like with PHD and ring finger domains 1	29128	Q96T88	UHRF1_HUMAN	"DUF3590 PF12148 140-236, PHD PF00628 317-366, SAD_SRA PF02182 415-586, ubiquitin PF00240 6-76"	Uhrf1	1338889	Q8VDF2	UHRF1_MOUSE	RNF	RING-type (C3HC4) zinc fingers	"Histone modification read, Histone modification write cofactor"	"Histone ubiquitination, #"	17967883	#	"histone, DNA"	"H3K9me3, H3R2, H3, mCG"	H3ub	#	17967883	"ICBP90 =UHRF1and its murine homologue Np95 are enriched in pericentric heterochromatin of interphase nuclei, and this localization is dependent on H3K9 methylation."
667	UHRF2	#	12557	"ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase"	115426	Q96PU4	UHRF2_HUMAN	"DUF3590 PF12148 177-261, PHD PF00628 346-395, SAD_SRA PF02182 444-616, ubiquitin PF00240 6-76"	Uhrf2	1923718	Q7TMI3	UHRF2_MOUSE	"RNF, PHF"	"RING-type (C3HC4) zinc fingers, Zinc fingers, PHD-type"	Histone modification read	#	15361834	#	"histone, DNA"	"H3K9me3, mCG"	#	#	15361834	"The SRA domain of the murine homologue of ICBP90=UHRF2, Np95, has histone H3-binding activity (Citterio et al., 2004). Methylated DNA twisted around histone H3 might be the primary target for Np95 and ICBP90 in vivo."
668	UIMC1	#	30298	ubiquitin interaction motif containing 1	51720	Q96RL1	UIMC1_HUMAN	Pfam-B_20901 PB020901 471-524	Uimc1	103185	Q5U5Q9	UIMC1_MOUSE	#	#	Histone modification read	#	19015238	BRCA1-A	histone	"H2AK63ub, H2AXK63ub, H2BK63ub"	#	#	19015238	The interaction between RAP80 =UIMC1 and ubiquitinated histones H2A and H2B is increased following DNA damage.
669	USP11	#	12609	ubiquitin specific peptidase 11	8237	P51784	UBP11_HUMAN	"DUSP PF06337 99-185, Pfam-B_176820 PB176820 1-47, UCH PF00443 308-927, Ubiquitin_3 PF14836 198-285"	Usp11	2384312	Q99K46	UBP11_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase cofactor	Histone ubiquitination	20233726	#	histone	#	#	#	20233726	USP11 is a chromatin-associated protein and its catalytic activity is required for its genome maintenance activities. USP11 may be a DUB that functions in the DNA damage response to double-strand breaks.
670	USP12	New	20485	ubiquitin specific peptidase 12	219333	O75317	UBP12_HUMAN	UCH PF00443 38-366	Usp12	1270128	Q9D9M2	UBP12_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	22033037	#	histone	H2Aub	H2A	#	22033037	Involved in H2A deubiquitination.
671	USP15	#	12613	ubiquitin specific peptidase 15	9958	Q9Y4E8	UBP15_HUMAN	"DUSP PF06337 27-119, UCH PF00443 288-930, USP7_C2 PF14533 459-614, Ubiquitin_3 PF14836 135-222"	Usp15	101857	Q8R5H1	UBP15_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	24526689	#	histone	H2BK120ub	H2BK120	#	24526689	Enhanced Usp15 binding to ubH2B facilitates deubiquitination of ubH2B in free histones but not in nucleosomes.
672	USP16	#	12614	ubiquitin specific peptidase 16	10600	Q9Y5T5	UBP16_HUMAN	"UCH PF00443 195-819, zf-UBP PF02148 48-128"	Usp16	1921362	Q99LG0	UBP16_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	10077596	#	histone	H2Aub	H2A	#	10077596	"Recombinant Ubp-M=USP16 is able to deubiquitinate histone H2A in vitro, and the phosphorylated form is also enzymatically active."
673	USP17L2	#	34434	ubiquitin specific peptidase 17-like family member 2	377630	Q6R6M4	U17L2_HUMAN	"HABP4_PAI-RBP1 PF04774 374-458, Pfam-B_24444 PB024444 1-39, UCH PF00443 79-372"	Usp17le	3643640	Q7M764	U17PE_MOUSE	#	#	Histone modification erase cofactor	Histone ubiquitination	21239494	#	histone	#	#	#	21239494	"SDS3 is a key component of the histone deacetylase (HDAC)-dependent Sin3A co-repressor complex, serving to maintain its HDAC activity. Both exogenous and endogenous functional interaction between deubiquitinating enzyme USP17 = USP17L2 and human SDS3 has been reported."
674	USP21	#	12620	ubiquitin specific peptidase 21	27005	Q9UK80	UBP21_HUMAN	UCH PF00443 211-555	Usp21	1353665	Q9QZL6	UBP21_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	#	#	histone	H2Aub	H2A	#	#	"Deubiquitinates histone H2A, a specific tag for epigenetic transcriptional repression, thereby acting as a coactivator. Deubiquitination of histone H2A releaves the repression of di- and trimethylation of histone H3 at 'Lys-4', resulting in regulation of transcriptional initiation. Regulates gene expression via histone H2A deubiquitination. (Annotated by similarity.)"
675	USP22	#	12621	ubiquitin specific peptidase 22	23326	Q9UPT9	UBP22_HUMAN	"UCH PF00443 175-517, zf-UBP PF02148 63-124"	Usp22	2144157	Q5DU02	UBP22_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification write cofactor	Histone ubiquitination	18469533	SAGA	histone	"H2Aub, H2Bub"	"H2A, H2B"	#	18469533	USP22 deubiquitylates histone H2A in addition to H2B. This supports a model in which the H2A ubiquitin hydrolase USP22 is coordinately expressed with Polycomb H2A ubiquitin ligases in order that the transcription of certain critical transforming genes be maintained in the face of the global repression mediated by Polycomb.
676	USP3	#	12626	ubiquitin specific peptidase 3	9960	Q9Y6I4	UBP3_HUMAN	"UCH PF00443 158-508, zf-UBP PF02148 29-107"	Usp3	2152450	Q91W36	UBP3_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification write	Histone ubiquitination	17980597	#	histone	"H2Aub, H2Bub"	"H2A, H2B"	#	17980597	The ubiquitin-specific protease 3 USP3 is a deubiquitinating enzyme for uH2A and uH2B. USP3 dynamically associates with chromatin and deubiquitinates H2A/H2B in vivo.
677	USP36	#	20062	ubiquitin specific peptidase 36	57602	Q9P275	UBP36_HUMAN	"Pfam-B_17191 PB017191 1088-1118, Pfam-B_20267 PB020267 1065-1087, UCH PF00443 121-420"	Usp36	1919594	B1AQJ2	UBP36_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification write cofactor	Histone ubiquitination	22622177	#	histone	H2Bub	H2B	#	22622177	"Deubiquitination of histone H2B at the promoters of genes critical for cellular differentiation, thereby preventing histone H3 'Lys-4' trimethylation (H3K4)."
678	USP44	#	20064	ubiquitin specific peptidase 44	84101	Q9H0E7	UBP44_HUMAN	"UCH PF00443 272-675, zf-UBP PF02148 29-91"	Usp44	3045318	Q8C2S0	UBP44_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	22681888	#	histone	H2Bub1	H2B	#	22681888	"USP44 is most likely an H2Bub1-specific DUB, whose downregulation during ESC differentiation contributes to increased H2Bub1 levels."
679	USP46	New	20075	ubiquitin specific peptidase 46	64854	P62068	UBP46_HUMAN	UCH PF00443 34-362	Usp46	1916977	P62069	UBP46_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	22033037	#	histone	H2Aub	H2A	#	22033037	Involved in H2A deubiquitination.
680	USP49	#	20078	ubiquitin specific peptidase 49	25862	Q70CQ1	UBP49_HUMAN	"UCH PF00443 252-654, zf-UBP PF02148 20-88"	Usp49	2685391	Q6P9L4	UBP49_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	23824326	#	histone	H2Bub	H2B	#	23824326	Ubiquitin-specific peptidase 49 (USP49) is a histone H2B-specific deubiquitinase and shows that H2B deubiquitination by USP49 is required for efficient cotranscriptional splicing of a large set of exons.
